SpeciesLatinName,SpeciesCommonName,Tissue,MammalNumberHorvath,Order,adult_mass_g,gestation_y,maturity_y,max_lifespan_y,age_range_lo,age_range_hi,n_samples,state,arocm,state_base,direction
Tachyglossus aculeatus,Short-beaked echidna,Blood,21.2.1,Monotremata,3500.0,0.091780822,1.501369863,49.5,0.008417508,0.21010101,5,EnhWk8-,-0.160395842,EnhWk8,hypo
Tadarida brasiliensis,Mexican free-tailed bat,Skin,8.8.3,Chiroptera,12.5,0.21369863,1.123287671,12.0,0.016666667,0.516666667,19,EnhWk8-,-0.263252946,EnhWk8,hypo
Tragelaphus angasii,Nyala,Blood,4.1.19,Artiodactyla,120000.0,0.61369863,1.238356164,18.5,0.116105146,0.591188449,5,EnhWk8-,-0.094593915,EnhWk8,hypo
Tragelaphus eurycerus,Bongo,Blood,4.1.20,Artiodactyla,307500.0,0.789041096,2.356164384,21.9,0.000375048,0.657209205,5,EnhWk8-,-0.146213754,EnhWk8,hypo
Tragelaphus imberbis,Lesser kudu,Blood,4.1.21,Artiodactyla,82500.0,0.643835616,1.380821918,19.8,0.000553101,0.579096924,7,EnhWk8-,-0.050337418,EnhWk8,hypo
Tragelaphus strepsiceros,Greater kudu,Blood,4.1.23,Artiodactyla,217500.0,0.624657534,1.416438356,23.5,0.01106383,0.595744681,9,EnhWk8-,-0.157403273,EnhWk8,hypo
Trichechus manatus,West Indian manatee,Blood,14.1.1,Sirenia,467324.83,0.917808219,3.001369863,69.0,0.017391304,0.494955808,9,EnhWk8-,-0.088214928,EnhWk8,hypo
Tupaia longipes,Long-footed treeshrew,Skin,17.1.3,Scandentia,164.1,0.128757991,0.310787671,12.0,0.066666667,0.25,10,EnhWk8-,-0.067687798,EnhWk8,hypo
Tupaia tana,Large treeshrew,Skin,17.1.4,Scandentia,197.8,0.128757991,0.310787671,11.6,0.086206897,0.25862069,27,EnhWk8-,-0.286917513,EnhWk8,hypo
Tursiops aduncus,Indo-Pacific bottlenose dolphin,Skin,4.13.9,Artiodactyla,130000.0,1.0,6.75,49.0,0.06122449,0.755102041,44,EnhWk8-,-0.030985471,EnhWk8,hypo
Tursiops truncatus,Bottlenose dolphin,Blood,4.13.6,Artiodactyla,200000.0,1.030136986,8.931506849,67.0,0.00854046,0.863731343,143,EnhWk8-,-0.036977715,EnhWk8,hypo
Tursiops truncatus,Bottlenose dolphin,Skin,4.13.6,Artiodactyla,200000.0,1.030136986,8.931506849,67.0,0.011641791,0.863731343,115,EnhWk8-,-0.001041897,EnhWk8,hypo
Varecia rubra,Red ruffed lemur,Blood,1.3.14,Primates,3601.3,0.268493151,1.724657534,37.5,0.010133333,0.929333333,3,EnhWk8-,-0.023631978,EnhWk8,hypo
Varecia rubra,Red ruffed lemur,Blood&Skin,1.3.14,Primates,3601.3,0.268493151,1.724657534,37.5,0.010133333,0.929333333,4,EnhWk8-,-0.031734564,EnhWk8,hypo
Varecia variegata,Black and white ruffed lemur,Blood,1.3.13,Primates,3482.3,0.268493151,1.717808219,39.4,0.021827411,0.999746193,3,EnhWk8-,-0.056545798,EnhWk8,hypo
Varecia variegata,Black and white ruffed lemur,Blood&Skin,1.3.13,Primates,3482.3,0.268493151,1.717808219,39.4,0.021827411,0.999746193,4,EnhWk8-,-0.048798199,EnhWk8,hypo
Vicugna pacos,Alpaca,Blood,4.2.1,Artiodactyla,62000.0,0.945205479,1.276712329,25.8,0.064599483,0.581395349,5,EnhWk8-,0.065251187,EnhWk8,hypo
Zalophus californianus,California sea lion,Blood,5.8.3,Carnivora,180000.0,0.709589041,4.001369863,35.7,0.000230071,0.850574316,69,EnhWk8-,-0.038020852,EnhWk8,hypo
Zalophus californianus,California sea lion,Skin,5.8.3,Carnivora,180000.0,0.709589041,4.001369863,35.7,0.041456583,0.903183998,17,EnhWk8-,0.017003937,EnhWk8,hypo
Acinonyx jubatus,Cheetah,Blood,5.2.1,Carnivora,53500.0,0.24109589,1.249315068,20.5,0.05021619,0.606333784,14,EnhA6-,-0.080640247,EnhA6,hypo
Acomys cahirinus,Spiny mouse,Fibroblast,9.9.5,Rodentia,45.2,0.104109589,0.160273973,5.9,-0.008822847,0.677501741,46,EnhA6-,-0.203494992,EnhA6,hypo
Acomys cahirinus,Spiny mouse,Skin,9.9.5,Rodentia,45.2,0.104109589,0.160273973,5.9,0.01346645,0.465753425,61,EnhA6-,-0.140127884,EnhA6,hypo
Antrozous pallidus,Pallid bat,Skin,8.7.1,Chiroptera,20.8,0.169863014,1.0,14.8,0.013513514,0.472972973,23,EnhA6-,-0.284464643,EnhA6,hypo
Aonyx cinereus,Asian small-clawed otter,Blood,5.6.1,Carnivora,3000.0,0.17260274,2.0,23.0,0.330077427,0.790434783,12,EnhA6-,0.03669904,EnhA6,hypo
Apodemus sylvaticus,Long-tailed field mouse,Blood,9.9.15,Rodentia,23.4,0.063013699,0.18630137,6.3,0.025657752,0.16612307,36,EnhA6-,0.405443957,EnhA6,hypo
Apodemus sylvaticus,Long-tailed field mouse,Liver,9.9.15,Rodentia,23.4,0.063013699,0.18630137,6.3,0.025657752,0.112198304,23,EnhA6-,1.903597378,EnhA6,hypo
Apodemus sylvaticus,Long-tailed field mouse,Skin,9.9.15,Rodentia,23.4,0.063013699,0.18630137,6.3,0.025657752,0.16612307,31,EnhA6-,1.411742265,EnhA6,hypo
Balaena mysticetus,Bowhead whale,Skin,4.11.1,Artiodactyla,100000000.0,1.164383562,22.49863014,211.0,0.004739336,0.658767773,79,EnhA6-,0.001401341,EnhA6,hypo
Bos taurus,Cattle,Blood,4.1.4,Artiodactyla,750000.0,0.75890411,1.501369863,38.0,0.013410238,0.379596251,277,EnhA6-,-0.207020216,EnhA6,hypo
Bos taurus,Cattle,Oocyte,4.1.4,Artiodactyla,750000.0,0.75890411,1.501369863,38.0,0.042682048,0.289185292,80,EnhA6-,0.068017606,EnhA6,hypo
Bos taurus,Cattle,Skin,4.1.4,Artiodactyla,750000.0,0.75890411,1.501369863,38.0,0.045710166,0.207858688,95,EnhA6-,-0.026816279,EnhA6,hypo
Callithrix jacchus,Common marmoset,Blood,1.8.2,Primates,255.2,0.394520548,1.176712329,22.8,0.021929825,0.683333333,95,EnhA6-,-0.03482199,EnhA6,hypo
Canis lupus familiaris,Dog,Blood,5.1.1,Carnivora,26625.0,0.169863014,1.832876712,24.0,0.004166667,0.729166667,742,EnhA6-,-0.096697052,EnhA6,hypo
Capra hircus,Domestic goat,Skin,4.1.5,Artiodactyla,61000.0,0.424657534,1.494520548,20.8,0.043993678,0.410958904,78,EnhA6-,-0.112945257,EnhA6,hypo
Capreolus capreolus,Roe deer,Blood,4.3.1,Artiodactyla,21666.7,0.419178082,1.463013699,17.5,0.038095238,0.780952381,188,EnhA6-,-0.069147408,EnhA6,hypo
Carollia perspicillata,Seba's short-tailed bat,Skin,8.4.2,Chiroptera,15.0,0.260273973,0.74,17.0,0.011764706,0.617647059,32,EnhA6-,-0.133385086,EnhA6,hypo
Ceratotherium simum simum,White rhino,Blood,6.2.1,Perissodactyla,2175000.0,1.410958904,4.501369863,45.0,0.00699673,0.659213628,23,EnhA6-,-0.090816367,EnhA6,hypo
Cervus canadensis,Wapity elk,Blood,4.3.5,Artiodactyla,280093.29,0.687671233,2.0,25.0,0.003835616,0.547068493,42,EnhA6-,0.024010969,EnhA6,hypo
Cervus elaphus,Red deer,Blood,4.3.2,Artiodactyla,200000.0,0.671232877,2.167123288,31.5,0.002696238,0.344161774,53,EnhA6-,0.081698296,EnhA6,hypo
Cheirogaleidae,Cheirogaleidae,Blood,1.6,Primates,248.9333333,0.193150685,0.921917808,22.73333333,0.020674487,1.302932551,6,EnhA6-,-0.085678386,EnhA6,hypo
Cheirogaleus medius,Fat-tailed dwarf lemur,Blood&Skin,1.6.1,Primates,380.0,0.167123288,1.0,30.0,0.033,0.987333333,3,EnhA6-,-0.058553425,EnhA6,hypo
Chlorocebus aethiops sabaeus,Vervet,Blood,1.4.1,Primates,5620.0,0.443835616,3.916438356,30.8,8.9e-05,0.812399929,144,EnhA6-,-0.097361425,EnhA6,hypo
Chlorocebus aethiops sabaeus,Vervet,Cortex,1.4.1,Primates,5620.0,0.443835616,3.916438356,30.8,0.0,0.743728874,48,EnhA6-,0.026303432,EnhA6,hypo
Chlorocebus aethiops sabaeus,Vervet,Liver,1.4.1,Primates,5620.0,0.443835616,3.916438356,30.8,0.0,0.708503825,48,EnhA6-,-0.124507585,EnhA6,hypo
Chrysocyon brachyurus,Maned wolf,Blood,5.1.3,Carnivora,21500.0,0.175342466,2.0,16.8,0.282585313,0.810925329,5,EnhA6-,-0.173923776,EnhA6,hypo
Connochaetes taurinus albojubatus,White-bearded gnu,Blood,4.1.6,Artiodactyla,164500.0,0.693150685,1.812328767,24.3,0.288065844,0.780658436,10,EnhA6-,-0.001359092,EnhA6,hypo
Crocuta crocuta,Spotted hyena,Blood,5.5.1,Carnivora,63000.0,0.301369863,2.375342466,41.1,0.032116788,0.426034063,6,EnhA6-,-0.05591277,EnhA6,hypo
Cynopterus brachyotis,Lesser short-nosed fruit bat,Skin,8.5.1,Chiroptera,45.0,0.306849315,0.69,13.0,0.515384615,0.992307692,10,EnhA6-,-0.29706125,EnhA6,hypo
Daubentonia madagascariensis,Aye-aye,Blood,1.9.1,Primates,2277.5,0.452054795,4.25,37.0,0.018918919,0.991081081,3,EnhA6-,-0.055007874,EnhA6,hypo
Daubentonia madagascariensis,Aye-aye,Blood&Skin,1.9.1,Primates,2277.5,0.452054795,4.25,37.0,0.018918919,0.991081081,4,EnhA6-,-0.037566813,EnhA6,hypo
Daubentoniidae,Daubentoniidae,Blood,1.9,Primates,2277.5,0.452054795,4.25,37.0,0.018918919,0.991081081,3,EnhA6-,-0.055007874,EnhA6,hypo
Delphinapterus leucas,Beluga whale,Blood,4.19.1,Artiodactyla,1430000.0,1.279452055,11.00753425,50.0,0.001,0.9788,67,EnhA6-,-0.025251392,EnhA6,hypo
Delphinapterus leucas,Beluga whale,Skin,4.19.1,Artiodactyla,1430000.0,1.279452055,11.00753425,50.0,-0.02,0.984164384,118,EnhA6-,-0.043687936,EnhA6,hypo
Desmodus rotundus,Common vampire bat,Skin,8.4.3,Chiroptera,33.2,0.517808219,0.780821918,29.9,0.010033445,0.578595318,44,EnhA6-,-0.065972708,EnhA6,hypo
Diceros bicornis,Eastern black rhinoceros,Blood,6.2.2,Perissodactyla,1100000.0,1.298630137,5.589041096,49.0,0.196119516,0.632040816,5,EnhA6-,-0.046281272,EnhA6,hypo
Eidolon helvum,Straw-colored fruit bat,Skin,8.5.2,Chiroptera,306.25,0.753424658,1.75000274,21.8,0.155963303,0.756880734,24,EnhA6-,-0.12550478,EnhA6,hypo
Elephas maximus,Asian elephant,Blood,2.1.1,Proboscidea,3178000.0,1.764383562,9.005479452,88.0,0.026805729,0.83620797,83,EnhA6-,-0.024508675,EnhA6,hypo
Eptesicus fuscus,Big brown bat,Muscle,8.7.2,Chiroptera,23.0,0.164383562,1.749315068,23.0,0.013043478,0.147826087,6,EnhA6-,0.567961909,EnhA6,hypo
Eptesicus fuscus,Big brown bat,Skin,8.7.2,Chiroptera,23.0,0.164383562,1.749315068,23.0,0.013043478,0.795652174,70,EnhA6-,-0.093251312,EnhA6,hypo
Equus africanus somaliensis,Somali wild ass,Blood,6.1.4,Perissodactyla,250000.0,1.006849315,1.75,47.0,0.050562861,0.213435857,7,EnhA6-,-0.296107916,EnhA6,hypo
Equus caballus,Horse,Blood,6.1.1,Perissodactyla,300000.0,0.923287671,2.584931507,57.0,8.77e-05,0.49122807,210,EnhA6-,-0.029106632,EnhA6,hypo
Equus caballus,Horse,Liver,6.1.1,Perissodactyla,300000.0,0.923287671,2.584931507,57.0,0.000730994,0.50877193,48,EnhA6-,-0.017906113,EnhA6,hypo
Equus quagga,Zebra,Blood,6.1.3,Perissodactyla,280000.0,1.0,2.465753425,38.0,0.004109589,0.531795242,76,EnhA6-,-0.114343319,EnhA6,hypo
Equus quagga,Zebra,Skin,6.1.3,Perissodactyla,280000.0,1.0,2.465753425,38.0,0.004253684,0.651838421,20,EnhA6-,-0.026134641,EnhA6,hypo
Eulemur albifrons,White-headed lemur,Blood&Skin,1.3.1,Primates,2231.59,0.328767123,2.657534247,34.59,0.568083261,1.0,3,EnhA6-,-0.073617538,EnhA6,hypo
Eulemur collaris,Collared brown lemur,Blood,1.3.7,Primates,2333.61,0.336986301,2.073972599,37.0,0.022702703,0.914324324,3,EnhA6-,-0.057731747,EnhA6,hypo
Eulemur collaris,Collared brown lemur,Blood&Skin,1.3.7,Primates,2333.61,0.336986301,2.073972599,37.0,0.022702703,0.914324324,4,EnhA6-,-0.052080764,EnhA6,hypo
Eulemur coronatus,Crowned lemur,Blood&Skin,1.3.2,Primates,1645.0,0.345205479,1.665753425,30.0,0.032666667,0.636666667,3,EnhA6-,-0.098383063,EnhA6,hypo
Eulemur flavifrons,Blue-eyed black lemur,Blood,1.3.8,Primates,2433.0,0.347945205,2.1,32.0,0.01,0.85625,3,EnhA6-,-0.073510138,EnhA6,hypo
Eulemur flavifrons,Blue-eyed black lemur,Blood&Skin,1.3.8,Primates,2433.0,0.347945205,2.1,32.0,0.01,0.85625,4,EnhA6-,-0.060407118,EnhA6,hypo
Eulemur macaco,Black lemur,Blood,1.3.4,Primates,2467.0,0.328767123,1.104109589,37.5,0.253866667,0.919466667,3,EnhA6-,-0.031692562,EnhA6,hypo
Eulemur macaco,Black lemur,Blood&Skin,1.3.4,Primates,2467.0,0.328767123,1.104109589,37.5,0.253866667,0.919466667,4,EnhA6-,-0.04468324,EnhA6,hypo
Eulemur mongoz,Mongoose lemur,Blood,1.3.5,Primates,1555.0,0.328767123,2.349315068,36.2,0.022651934,0.85,3,EnhA6-,-0.064104509,EnhA6,hypo
Eulemur mongoz,Mongoose lemur,Blood&Skin,1.3.5,Primates,1555.0,0.328767123,2.349315068,36.2,0.022651934,0.85,4,EnhA6-,-0.045784707,EnhA6,hypo
Eulemur rubriventer,Red-bellied lemur,Blood,1.3.6,Primates,2191.5,0.328767123,2.734246575,34.0,0.231470588,0.995294118,3,EnhA6-,-0.064011614,EnhA6,hypo
Eulemur rubriventer,Red-bellied lemur,Blood&Skin,1.3.6,Primates,2191.5,0.328767123,2.734246575,34.0,0.231470588,0.995294118,4,EnhA6-,-0.05001713,EnhA6,hypo
Eulemur sanfordi,Sanford's brown lemur,Blood,1.3.10,Primates,2111.34,0.328767123,1.819178082,32.94,0.286581664,1.0,3,EnhA6-,-0.06508376,EnhA6,hypo
Eulemur sanfordi,Sanford's brown lemur,Blood&Skin,1.3.10,Primates,2111.34,0.328767123,1.819178082,32.94,0.286581664,1.0,4,EnhA6-,-0.064434275,EnhA6,hypo
Felis catus,Domestic cat,Blood,5.2.2,Carnivora,3900.0,0.178082192,0.791780822,30.0,0.007032349,0.697222333,128,EnhA6-,-0.046396587,EnhA6,hypo
Globicephala macrorhynchus,Short-finned pilot whale,Blood,4.13.3,Artiodactyla,2200000.0,1.238356164,12.05753425,63.0,0.11968254,0.30031746,9,EnhA6-,0.111375356,EnhA6,hypo
Gorilla gorilla,Western lowland gorilla,Blood,1.1.2,Primates,139842.0,0.701369863,9.375342466,60.1,0.078855569,0.78985025,6,EnhA6-,-0.047022949,EnhA6,hypo
Hapalemur griseus,Bamboo lemur,Blood,1.3.11,Primates,1012.5,0.397260274,3.049315068,27.0,0.273333333,0.967407407,3,EnhA6-,-0.088107944,EnhA6,hypo
Hapalemur griseus,Bamboo lemur,Blood&Skin,1.3.11,Primates,1012.5,0.397260274,3.049315068,27.0,0.273333333,0.967407407,4,EnhA6-,-0.079774933,EnhA6,hypo
Heterocephalus glaber,Naked mole rat,Blood,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.00311013,0.702702703,94,EnhA6-,-0.031585508,EnhA6,hypo
Heterocephalus glaber,Naked mole rat,Cortex,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.00311013,0.287449093,15,EnhA6-,-0.042049253,EnhA6,hypo
Heterocephalus glaber,Naked mole rat,Heart,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.000148093,0.287449093,21,EnhA6-,0.096996065,EnhA6,hypo
Heterocephalus glaber,Naked mole rat,Kidney,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.000148093,0.621621622,33,EnhA6-,0.044798196,EnhA6,hypo
Heterocephalus glaber,Naked mole rat,Liver,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.00311013,0.702702703,70,EnhA6-,-0.051601502,EnhA6,hypo
Heterocephalus glaber,Naked mole rat,Lung,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.00311013,0.287449093,19,EnhA6-,0.091546997,EnhA6,hypo
Heterocephalus glaber,Naked mole rat,Muscle,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.00311013,0.287449093,21,EnhA6-,-0.175678058,EnhA6,hypo
Heterocephalus glaber,Naked mole rat,Skin,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.0,0.675675676,107,EnhA6-,-0.034094383,EnhA6,hypo
Hippotragus equinus,Roan antelope,Blood,4.1.9,Artiodactyla,225000.0,0.778082192,2.115068493,25.9,0.000528543,0.372411132,6,EnhA6-,0.06145413,EnhA6,hypo
Hippotragus niger,Sable antelope,Blood,4.1.10,Artiodactyla,225000.0,0.742465753,2.673972603,22.2,0.000123327,0.527027027,5,EnhA6-,-0.140847972,EnhA6,hypo
Homo sapiens,Human,Adipose,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.227755102,0.633469388,57,EnhA6-,0.008783687,EnhA6,hypo
Homo sapiens,Human,Blood,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.09322449,0.75137825,584,EnhA6-,-0.0054443,EnhA6,hypo
Homo sapiens,Human,BoneMarrow,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.312653061,0.603265306,20,EnhA6-,-0.009340166,EnhA6,hypo
Homo sapiens,Human,Cerebellum,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.432653061,0.824489796,46,EnhA6-,0.028267909,EnhA6,hypo
Homo sapiens,Human,Cortex,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.432653061,0.824489796,46,EnhA6-,0.007659068,EnhA6,hypo
Homo sapiens,Human,Heart,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.227755102,0.744489796,97,EnhA6-,0.00565347,EnhA6,hypo
Homo sapiens,Human,Kidney,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.227755102,0.744489796,97,EnhA6-,0.004911924,EnhA6,hypo
Homo sapiens,Human,Liver,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.227755102,0.744489796,97,EnhA6-,0.015786947,EnhA6,hypo
Homo sapiens,Human,Lung,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.227755102,0.696326531,113,EnhA6-,-0.00373635,EnhA6,hypo
Homo sapiens,Human,LymphNode,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.312653061,0.633469388,27,EnhA6-,0.019032001,EnhA6,hypo
Homo sapiens,Human,Muscle,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.227755102,0.633469388,57,EnhA6-,-0.003372948,EnhA6,hypo
Homo sapiens,Human,Skin,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.0,0.759183673,74,EnhA6-,0.007513047,EnhA6,hypo
Indriidae,Indriidae,Blood,1.2,Primates,4287.85125,0.403928082,3.835969178,26.47125,0.003866478,1.102719423,8,EnhA6-,-0.07806001,EnhA6,hypo
Lagenorhynchus obliquidens,Pacific white-sided dolphin,Blood,4.13.4,Artiodactyla,103000.0,0.975342466,7.004794521,41.0,0.010550742,0.970487805,17,EnhA6-,-0.045420525,EnhA6,hypo
Lagenorhynchus obliquidens,Pacific white-sided dolphin,Skin,4.13.4,Artiodactyla,103000.0,0.975342466,7.004794521,41.0,0.010550742,0.985232209,17,EnhA6-,-0.044396423,EnhA6,hypo
Lemur catta,Ring-tailed lemur,Blood,1.3.12,Primates,2555.0,0.369863014,2.064383562,37.3,0.001608579,0.880428954,3,EnhA6-,0.027239048,EnhA6,hypo
Lemur catta,Ring-tailed lemur,Blood&Skin,1.3.12,Primates,2555.0,0.369863014,2.064383562,37.3,0.001608579,0.880428954,4,EnhA6-,0.039985684,EnhA6,hypo
Lemuridae,Lemuridae,Blood,1.3,Primates,2328.465385,0.330593607,2.014365999,34.63358974,0.001748487,1.147881641,39,EnhA6-,-0.039658259,EnhA6,hypo
Lemuridae,Lemuridae,Skin,1.3,Primates,2315.703077,0.330874605,2.048050579,34.68692308,0.001741528,1.003991002,13,EnhA6-,-0.037260593,EnhA6,hypo
Leptonycteris yerbabuenae,Lesser long-nosed bat,Skin,8.4.4,Chiroptera,25.0,0.410958904,1.0,10.1,0.01980198,0.495049505,11,EnhA6-,-0.474726601,EnhA6,hypo
Litocranius walleri,Gerenuk,Blood,4.1.12,Artiodactyla,43500.0,0.55890411,0.983561644,17.3,0.052224899,0.427452889,7,EnhA6-,-0.286833668,EnhA6,hypo
Lorisidae,Lorisidae,Blood,1.5,Primates,599.4428571,0.499412916,1.132876712,23.65714286,0.028056112,0.888977956,7,EnhA6-,-0.038993445,EnhA6,hypo
Lorisidae,Lorisidae,Skin,1.5,Primates,515.9,0.494977169,1.117351598,22.46666667,0.431750742,0.860385757,3,EnhA6-,-0.168565955,EnhA6,hypo
Loxodonta africana,Savanna elephant,Blood,2.1.2,Proboscidea,4800000.0,1.835616438,10.50410959,65.0,0.018503688,0.745500527,57,EnhA6-,-0.034365995,EnhA6,hypo
Macaca mulatta,Rhesus macaque,Adipose,1.4.2,Primates,8235.0,0.452054795,4.435616438,42.0,0.558809524,1.0,5,EnhA6-,-0.041330832,EnhA6,hypo
Macaca mulatta,Rhesus macaque,Blood,1.4.2,Primates,8235.0,0.452054795,4.435616438,42.0,0.042619048,1.0,199,EnhA6-,-0.054411049,EnhA6,hypo
Macaca mulatta,Rhesus macaque,Cortex,1.4.2,Primates,8235.0,0.452054795,4.435616438,42.0,0.409047619,1.0,6,EnhA6-,0.006019205,EnhA6,hypo
Macaca mulatta,Rhesus macaque,Liver,1.4.2,Primates,8235.0,0.452054795,4.435616438,42.0,0.409047619,1.0,5,EnhA6-,-0.036460393,EnhA6,hypo
Macaca mulatta,Rhesus macaque,Lung,1.4.2,Primates,8235.0,0.452054795,4.435616438,42.0,0.409047619,1.0,6,EnhA6-,0.055980765,EnhA6,hypo
Macaca mulatta,Rhesus macaque,Muscle,1.4.2,Primates,8235.0,0.452054795,4.435616438,42.0,0.409047619,1.0,5,EnhA6-,-0.003092677,EnhA6,hypo
Macaca mulatta,Rhesus macaque,Skin,1.4.2,Primates,8235.0,0.452054795,4.435616438,42.0,0.181190476,1.0,51,EnhA6-,0.046507774,EnhA6,hypo
Macropus fuliginosus,Western grey kangaroo,Blood,11.1.3,Diprotodontia,28250.0,0.082191781,2.123287671,23.2,0.071799717,0.217052433,5,EnhA6-,-0.175971286,EnhA6,hypo
Macropus giganteus,Eastern grey kangaroo,Blood,11.1.4,Diprotodontia,49500.0,0.098630137,2.642465753,25.0,0.0728,0.532,12,EnhA6-,-0.154276464,EnhA6,hypo
Macropus rufogriseus,Red-necked wallaby,Blood,11.1.6,Diprotodontia,16200.0,0.079452055,1.373972603,15.2,0.132894737,0.634868421,5,EnhA6-,-0.239213006,EnhA6,hypo
Macropus rufus,Red kangaroo,Blood,11.1.7,Diprotodontia,55000.0,0.090410959,1.812328767,25.0,0.0248,0.4692,37,EnhA6-,-0.181487524,EnhA6,hypo
Marmota flaviventris,Yellow-bellied marmot,Blood,9.13.1,Rodentia,3500.0,0.082191781,2.0,21.2,0.000471698,0.567924528,153,EnhA6-,-0.106233834,EnhA6,hypo
Megaptera novaeangliae,Humpback whale,Skin,4.12.3,Artiodactyla,30000000.0,0.936986301,7.96,95.0,0.004210526,0.46,91,EnhA6-,-0.055894403,EnhA6,hypo
Microtus ochrogaster,Prairie vole,Brain,9.5.5,Rodentia,40.0,0.063013699,0.128767123,5.3,0.011886792,0.208830189,47,EnhA6-,1.005370255,EnhA6,hypo
Microtus ochrogaster,Prairie vole,Liver,9.5.5,Rodentia,40.0,0.063013699,0.128767123,5.3,0.011886792,0.208830189,47,EnhA6-,0.268387715,EnhA6,hypo
Microtus ochrogaster,Prairie vole,Skin,9.5.5,Rodentia,40.0,0.063013699,0.128767123,5.3,0.011886792,0.208830189,47,EnhA6-,0.638729286,EnhA6,hypo
Mirza zaza,Northern giant mouse lemur,Blood&Skin,1.6.3,Primates,302.0,0.245205479,1.1,20.0,0.6425,0.903,3,EnhA6-,-0.227214241,EnhA6,hypo
Molossus molossus,Pallas's mastiff bat,Skin,8.8.2,Chiroptera,14.0,0.295890411,1.166667123,6.0,0.05,0.983333333,14,EnhA6-,-0.43884341,EnhA6,hypo
Monodelphis domestica,Opossum,Liver,10.1.3,Didelphimorphia,105.0,0.04109589,0.334246575,5.1,0.007520816,0.641955412,48,EnhA6-,0.503495577,EnhA6,hypo
Monodelphis domestica,Opossum,Skin,10.1.3,Didelphimorphia,105.0,0.04109589,0.334246575,5.1,0.007520816,0.434595756,45,EnhA6-,0.642026966,EnhA6,hypo
Mus musculus,Mouse,Aorta,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.086306099,0.110280015,20,EnhA6-,-2.725194643,EnhA6,hypo
Mus musculus,Mouse,Blood,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.004794783,0.68125,406,EnhA6-,-0.245419623,EnhA6,hypo
Mus musculus,Mouse,Cerebellum,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.020833333,0.5625,128,EnhA6-,1.02088624,EnhA6,hypo
Mus musculus,Mouse,Cortex,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,-0.003767123,0.5625,161,EnhA6-,0.068263923,EnhA6,hypo
Mus musculus,Mouse,Fibroblast,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,-0.005136986,0.648630137,84,EnhA6-,-0.04357356,EnhA6,hypo
Mus musculus,Mouse,Heart,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,-0.004452055,0.546575343,120,EnhA6-,0.795258478,EnhA6,hypo
Mus musculus,Mouse,HematopoieticStem.Progenitor.LSK,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.090410959,0.568493151,12,EnhA6-,0.441421904,EnhA6,hypo
Mus musculus,Mouse,Hippocampus,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.065688531,0.338991178,18,EnhA6-,-0.256492152,EnhA6,hypo
Mus musculus,Mouse,Kidney,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.038356165,0.561875,52,EnhA6-,0.805038407,EnhA6,hypo
Mus musculus,Mouse,Liver,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.004794783,0.694672131,597,EnhA6-,0.278922144,EnhA6,hypo
Mus musculus,Mouse,Lung,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.0625,0.561875,22,EnhA6-,0.807496952,EnhA6,hypo
Mus musculus,Mouse,MacrophagePeritoneal,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.086306099,0.110280015,42,EnhA6-,10.18721631,EnhA6,hypo
Mus musculus,Mouse,Muscle,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.004794783,0.5625,208,EnhA6-,0.13494104,EnhA6,hypo
Mus musculus,Mouse,Skin,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.004794783,0.625,57,EnhA6-,0.680366023,EnhA6,hypo
