SpeciesLatinName,SpeciesCommonName,Tissue,MammalNumberHorvath,Order,adult_mass_g,gestation_y,maturity_y,max_lifespan_y,age_range_lo,age_range_hi,n_samples,TxEx2-,BivProm2+,BivProm2-,ReprPC1+,ReprPC1-,BivProm1+,BivProm1-,EnhWk4-,TxEx1-,PromF5+,PromF5-,TxEnh4-,TxEx3-,EnhA17-,BivProm4+,BivProm4-,Tx7-,PromF4+,PromF4-,TxEnh5-,TxWk2-,BivProm3+,BivProm3-,EnhA2-,TxWk1-,TSS1+,TSS1-,EnhWk8-,EnhA6-,EnhWk3-,Tx6-,Tx5-,TSS2+,TSS2-,Tx8-,ReprPC4-,Quies3-,ReprPC2+,ReprPC2-,ReprPC6-,ReprPC3-,EnhA18-,PromF3+,PromF3-,TxEx4-,ReprPC5-,TxEnh8-,ReprPC7-,EnhA19-,Tx4-,PromF2+,Quies1-,Acet2-,PromF1+
Mus musculus,Mouse,Hippocampus,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.065688531,0.338991178,18,-0.280177631,1.609753952,1.081914389,1.659065774,0.643870751,1.675162084,0.346846109,0.377220584,-0.236796429,1.68767282,1.234949962,-0.454180871,-0.010270589,0.337372065,1.20031089,0.083131677,-0.222804276,0.059653072,0.07067383,0.323864756,0.528318231,0.337524507,0.23831139,-0.083944931,0.7269063,0.389196258,-0.025024017,0.241280539,-0.256492152,0.442341128,0.361570766,0.532794563,0.216635527,0.189505478,0.595234615,0.344871678,0.330099112,1.743465422,0.377963665,0.843950403,0.330340636,0.11785092,-0.149484202,0.209460691,-0.769562941,0.48841242,-0.012773113,0.215848061,0.116128411,-0.081600939,-0.101558193,0.18828001,0.035390893,0.090934372
Mus musculus,Mouse,Kidney,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.038356165,0.561875,52,0.028887288,0.007114171,0.125857763,-0.310716553,0.440545565,0.1180886,0.115387503,0.702686175,-0.325995848,-0.136893778,0.013971492,-0.017859161,0.241635445,0.728559432,-0.16816848,-0.01562033,-0.229693541,-0.726179436,-0.616473275,0.450243484,0.722818348,0.554982264,0.610159655,0.233039027,0.459162402,-0.628701894,-0.240425742,0.828998604,0.805038407,0.722391711,0.242340629,0.313967195,-0.199008418,-0.154429122,0.684969611,0.653589663,0.415486539,-0.003176458,0.487498107,0.818624524,0.528132438,0.661815131,-0.539923384,-0.809491404,-0.566124823,0.530287042,0.041083847,0.618059459,0.529497735,-0.199785502,-0.196627999,0.436295668,0.89354874,-0.3443288
Mus musculus,Mouse,Liver,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.004794783,0.694672131,597,0.146115744,0.960758633,0.87489668,0.951318978,0.589410047,0.960985473,0.833507433,0.120194526,-0.165035624,0.938165848,0.918225004,-0.19582063,0.408150864,0.557452321,0.889308222,0.178593435,0.017978882,0.150496081,0.129994114,0.441891132,0.39386008,0.988738701,0.675276277,-0.18518016,0.046401841,0.345629407,0.368631226,0.364104426,0.278922144,0.165182514,0.082580355,0.053920525,0.746003121,0.85199248,0.253383623,0.221519075,0.104617063,0.675744351,0.478184005,0.637404516,0.061370129,0.533907149,0.42982313,0.303126584,0.032054626,0.490925747,-0.238902213,0.375820934,0.803786431,-0.028439696,0.322576001,-0.042724762,0.089854924,0.373375507
Mus musculus,Mouse,Lung,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.0625,0.561875,22,0.187691543,0.832246569,0.829363857,0.815940906,0.741744178,0.764876952,0.556978216,0.654513108,0.376070162,0.694506437,0.74935951,0.582368226,0.355880758,0.817456025,0.83188571,0.700475134,0.034451709,0.326217331,-0.18346955,0.544402801,0.359940966,0.897186032,0.796143172,0.768634915,0.19134702,0.57720406,0.016477336,0.66971004,0.807496952,0.809339489,-0.093508467,0.047468316,0.528981488,0.655612947,0.597056484,0.395914369,0.284904469,0.766528797,0.628973547,0.731347568,0.661608521,0.556649835,0.709172762,0.733075255,0.454068922,0.6894639,0.57707013,0.597689388,0.808597327,0.417335427,0.697987835,-0.084678325,0.806357441,0.067352115
Mus musculus,Mouse,MacrophagePeritoneal,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.086306099,0.110280015,42,6.681386983,15.25456301,9.015328541,16.94345901,9.740802439,15.3387051,13.39910126,12.42936229,5.944200011,2.855593528,1.447828662,5.470115293,7.13896041,9.504406845,-2.313472005,14.43257924,10.07887034,16.31743442,9.605327469,6.572983535,10.92910517,5.94470708,10.70496082,11.73928705,10.91271496,16.96813919,-5.544578135,11.79963361,10.18721631,11.02794588,9.845866163,8.604814459,3.751460007,9.368467534,10.81397236,12.45072469,10.36059868,5.044211928,16.97193558,12.34117109,12.90416892,6.990902934,-10.73443204,7.814803547,13.89443563,13.77561332,10.86806088,10.53417708,5.637725766,8.047170421,-4.798648889,12.28003242,10.32871188,-10.48155462
Mus musculus,Mouse,Muscle,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.004794783,0.5625,208,-0.195922225,0.48567211,0.21911683,0.377582634,0.160962811,0.356244613,0.451313093,0.203942934,-0.174208371,0.166977178,0.629063728,-0.072831552,-0.096310202,0.371836556,-0.010997357,-0.128142994,-0.136229199,0.224825801,0.068230819,0.037263293,0.072125793,0.382138536,0.25690025,0.105264227,0.064077747,0.167892474,-0.022357438,0.173585877,0.13494104,0.07990308,-0.083158045,0.018913113,0.34441781,0.456966451,0.450963229,0.158102979,0.078902867,0.088038226,0.156681927,0.090605298,0.036905679,0.232844639,0.511668553,0.210491052,-0.361675736,-0.019691738,0.17631674,0.02346438,0.621490104,-0.040177389,0.417979459,0.186455522,0.337310039,0.026219566
Mus musculus,Mouse,Skin,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.004794783,0.625,57,-0.705377787,0.934544557,0.911103318,0.925397872,0.877696125,0.899508469,0.891822044,0.39471311,-0.683614079,0.792566049,0.81045759,0.268994399,-0.065390286,0.720090436,0.843497329,0.639320456,-0.6846656,0.214111341,0.176848998,0.629578619,0.707271607,0.852999123,0.794773883,0.410491492,0.174589892,0.464537198,0.41791896,0.235358663,0.680366023,0.60987922,-0.438150378,-0.23053798,0.798503114,0.700166214,0.58453036,0.00638439,-0.39340212,0.832937843,0.211373223,0.486856566,-0.058935403,0.75399653,0.071334059,0.121039556,-0.614389176,0.256647785,-0.294195002,0.254552983,0.83080967,-0.627552123,0.878763213,-0.649119603,0.625908824,0.764093921
Mus musculus,Mouse,Striatum,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.020833333,0.5625,56,-0.312353922,0.965611183,0.786281889,0.995554905,0.707066209,0.790055914,0.033091732,0.69548566,-0.193846088,0.9038916,0.628891282,-0.910542178,-0.035629044,0.653717503,0.783881942,0.030378627,-0.245149637,-0.21786605,-0.068668008,0.662693416,0.407495638,0.824479967,0.504579344,0.100984087,0.659994694,-0.225436373,0.087674029,0.624131164,-0.137403677,0.792229745,0.111584945,0.194424477,0.258997936,-0.039141003,0.578022702,0.700844486,0.549522286,1.082488004,0.877030913,0.967364366,0.70304097,0.480223762,0.128200492,-0.162398006,-0.648081387,0.910308076,-0.63196678,0.57162205,0.521007233,0.058647823,-0.150083192,0.621870396,0.584456842,-0.314336213
Mus musculus,Mouse,SVZ,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.014395394,0.625,10,-0.071334311,0.825173122,0.818778028,0.887643519,0.705530132,0.898873832,0.517572654,0.694861818,-0.013795261,0.997683473,1.032899929,-0.138158005,0.206330247,0.777012264,0.698802322,0.438800024,-0.115568692,-0.183796061,0.06462326,0.49997903,0.404263914,0.597819728,0.534602512,0.332977897,0.437517078,-0.360518451,0.216780057,0.712214729,0.352556097,0.615633948,0.216337964,0.212799213,0.82720352,0.527235021,0.834605774,0.72277725,0.42134986,0.822360061,0.778788471,0.654282195,0.639493308,0.681272159,0.37480017,0.454994384,-0.595072654,0.588113173,0.094801219,0.383619385,0.660089311,0.225906692,0.341426858,0.365597035,0.432114745,0.10362757
Mus musculus,Mouse,Tail,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.004794783,0.395833333,69,-1.095731963,1.279607798,1.29555472,1.173965252,0.995738736,1.390399242,0.95992551,-0.719764141,-1.010953682,1.266668767,0.939397167,-0.905200486,-1.012655942,0.376018244,1.195121093,-0.095683605,-0.98215982,-0.262580426,0.373981111,0.396426217,0.245969579,1.116376787,0.6448957,0.252682985,-0.646213128,-0.659807376,0.684623116,-0.305782266,-0.101669882,-0.182376091,-0.866986098,-0.999798077,0.717152792,0.668742606,-0.417195368,-0.881121894,-1.026759338,1.387009872,0.602674963,-0.220623567,-0.840601788,0.154957009,0.976997812,-0.32656371,-1.491822221,0.246679405,-1.117159196,-0.74228897,1.278907099,-0.855158418,1.206289253,-1.076998386,-0.571645137,0.928267134
Mus musculus,Mouse,WholeBrain,9.9.1,Rodentia,20.5,0.052054795,0.115068493,4.0,0.004794783,0.269925,29,0.001801829,1.640463858,1.473401801,1.612492503,1.325250384,1.772369113,1.546519574,1.352396549,-0.458135651,1.746171222,1.852476633,0.465106236,0.858141618,1.399738604,1.481470827,1.526827501,-1.555256808,1.799052879,1.686243568,1.479494423,1.128796776,1.543654856,1.356610683,1.447540285,0.766877278,1.730308744,1.263009904,1.44594601,1.314221684,1.508923315,-0.996903677,-0.070154269,1.421633855,1.622779082,1.377459377,1.35974917,0.605748235,1.362500015,1.617566635,1.545705976,1.395390832,1.573358582,1.901531989,1.906118111,-0.579617441,1.515989447,1.315995596,1.477768555,1.43750567,-1.098346872,-0.304964135,1.349948453,1.466900425,1.489867608
Myotis lucifugus,Little brown bat,Skin,8.7.8,Chiroptera,10.0,0.150684932,0.769,34.0,0.002941176,0.147058824,11,-0.449379897,0.365906243,0.188507687,0.317309767,0.004094665,0.310520918,0.590806553,-0.534494644,-0.438090491,0.522801794,0.029137146,-0.412949512,-0.418460327,-0.44827371,0.168174275,-0.27807903,-0.352078843,0.237283375,-0.296280359,-0.372677053,-0.513299712,0.053264724,-0.419129696,-0.453627005,-0.35723444,0.179065379,0.029232127,-0.458825625,-0.535697917,-0.549469054,-0.2795615,-0.434846105,0.0110069,0.099889573,-0.41761002,-0.468751362,-0.456162738,-0.105194626,-0.237145623,-0.465003401,-0.426245341,-0.458781252,-0.123902981,-0.037273161,-0.350289386,-0.246300783,-0.374184874,-0.554922511,-0.227135078,-0.245904097,-0.406152758,-0.51348453,-0.361080345,-0.317229155
Myotis myotis,Greater mouse-eared bat,Skin,8.7.9,Chiroptera,28.55,0.178082192,1.375342466,37.1,0.026954178,0.242587601,38,-0.116959782,0.230531605,0.137092996,0.190374299,0.166746824,0.081882892,0.201368037,-0.149276147,-0.078941229,0.211099959,-0.018879366,-0.099362747,-0.110871947,-0.134431871,0.055468989,0.086991024,-0.052621146,0.087620876,-0.005660845,-0.093782295,-0.162700218,0.192329408,-0.061664217,-0.174479213,-0.07744892,0.025439107,0.125690106,-0.109164111,-0.141333603,-0.016878636,-0.05346576,-0.131569617,0.044205295,0.081628683,-0.106072225,-0.166395214,-0.0730629,0.00048285,0.003305713,-0.189360755,-0.121022002,-0.163506737,0.105762876,-0.097894675,-0.200149897,-0.088164407,-0.074758409,-0.190952172,-0.05348272,-0.077426698,-0.00143878,-0.150933262,-0.159833657,-0.024713319
Myotis vivesi,Fish-eating bat,Skin,8.7.10,Chiroptera,25.0,0.164383562,1.065753425,10.0,0.01,0.2,17,-0.906791564,1.081279638,0.838203144,1.062608628,0.887340535,0.943567146,0.843936025,-0.769554741,-0.779876255,1.018621953,0.845422698,-0.329571505,-0.767375441,0.375652793,0.735941761,0.846809296,-0.525206996,0.001092846,0.339796992,-0.5204784,-0.881517163,0.853523684,0.526998953,0.489671926,-0.563251482,-0.133517987,0.499652183,-0.405838708,-0.656953412,-0.023622373,-0.47707754,-0.959075683,0.979509529,0.706983862,-0.644340741,-0.934345133,-0.920332806,0.859445927,0.328752833,-0.491405863,-0.43086706,-0.35843608,-0.340934606,0.764213257,-0.650126156,0.230223162,-0.452279257,-0.378660076,0.78978222,-0.480009959,-0.202004078,-1.131024632,-0.754459138,-0.066681013
Nanger dama,Dama gazelle,Blood,4.1.13,Artiodactyla,56900.0,0.569863014,1.5,19.3,0.000425573,0.180442808,8,-0.394910681,0.651598473,0.574695474,0.652029555,0.566429604,0.673770667,0.547814968,-0.659643743,-0.579219458,0.550357948,0.658811797,-0.399100078,-0.542242917,-0.626525588,0.098322659,-0.571361979,-0.498392213,-0.006818949,0.553026193,-0.504777844,-0.568541922,0.572438161,-0.214561005,-0.678728078,-0.576371987,0.646696307,0.365809146,-0.650045833,-0.632033542,-0.647636038,-0.328172388,-0.483645949,0.576880073,0.580764465,-0.568268437,-0.627508498,-0.626396216,0.583848317,-0.455114861,-0.612844158,-0.653427192,-0.527150409,-0.360024012,0.16343248,-0.596815017,-0.549155549,-0.652653632,-0.506699456,-0.601609609,-0.542694989,0.507497545,-0.651858904,-0.661439308,0.392328236
Nycticebus coucang,Slow loris,Blood&Skin,1.5.2,Primates,890.5,0.515068493,1.583561644,25.8,0.287596899,0.859689922,3,-0.031614244,0.126781987,0.027974077,0.127018295,0.00608328,0.127690958,0.036151294,-0.097408709,-0.041516426,0.071687001,0.014494412,-0.032874876,0.006636655,-0.065286298,0.11410611,-0.038415962,0.014328088,0.127358188,0.058893523,-0.05282148,-0.036587879,0.069614269,-0.024063667,-0.05356668,-0.084278245,0.11973951,-0.078320912,-0.09951854,-0.063192425,-0.056547969,0.021631741,0.008870535,0.002928746,-0.053291147,-0.048713707,-0.12737288,-0.08471731,0.072589001,-0.065514262,-0.104984565,-0.073552036,-0.067176787,0.04266972,-0.019887279,-0.052662472,-0.044642461,-0.046575058,-0.051420204,-0.046592973,-0.011727934,-0.058071092,-0.099996405,-0.113746371,0.023666716
Nycticebus pygmaeus,Pygmy slow loris,Blood,1.5.3,Primates,419.0,0.515068493,0.747945205,20.0,0.035,0.9945,3,-0.092891044,0.092014819,0.091057563,0.103217387,-0.086665351,0.080698528,0.100461963,-0.102304043,-0.090860297,0.089926399,0.101672579,-0.100625758,-0.101646195,-0.102594535,-0.096666821,-0.091698622,-0.0867483,-0.103241862,-0.090458488,-0.102857927,-0.102353903,0.076575535,-0.100476665,-0.101888056,-0.103885664,0.014203051,0.025117849,-0.10335665,-0.103514873,-0.1009676,-0.094114506,-0.103639837,0.101958364,0.070086865,-0.103613388,-0.102552254,-0.103776768,0.081618474,-0.099741767,-0.101458832,-0.101740255,-0.103167409,0.096430551,0.007039605,-0.103804927,-0.099314401,-0.103501529,-0.101662126,-0.102136377,-0.097587604,-0.103331776,-0.102544512,-0.099075064,0.100866761
Nycticebus pygmaeus,Pygmy slow loris,Blood&Skin,1.5.3,Primates,419.0,0.515068493,0.747945205,20.0,0.035,0.9945,4,-0.099719417,0.111659711,0.04201682,0.090387382,-0.104503116,0.097724868,0.043075743,-0.118576338,-0.089840086,0.059246145,0.030101605,-0.067385423,-0.113488366,-0.099259404,-0.117722508,-0.036351812,-0.10463378,-0.107426697,-0.038103603,-0.123240098,-0.099607004,0.091288387,-0.113668451,-0.054131748,-0.101477529,0.017434541,0.027701643,-0.124690492,-0.120123287,-0.088750392,-0.10443369,-0.103665265,0.056292474,0.035283565,-0.109391836,-0.118617844,-0.113850034,0.009103498,-0.122112945,-0.118150891,-0.120827195,-0.122722667,0.110873921,0.003242096,-0.026077962,-0.084617364,-0.053454476,-0.123241744,-0.108805676,-0.117318968,-0.006701624,-0.115823477,-0.120298117,0.006399929
Nycticeius humeralis,Evening bat,Muscle,8.7.4,Chiroptera,9.75,0.150684932,0.833334247,6.0,0.0,0.5,24,-0.240033963,0.515378244,0.278014331,0.544887453,0.615208412,-0.163580298,0.300766691,0.510814628,-0.294823261,-0.116854867,0.593980782,0.017773633,-0.018508392,0.658199275,0.204629705,0.446466017,-0.22279797,-0.192660709,-0.266722752,0.411295728,0.25964593,0.562501687,0.561262628,0.30661804,0.171421161,-0.248301295,0.317773495,0.554271253,0.508783719,0.396893373,-0.164492725,-0.040889012,0.132875509,0.10929671,0.54728484,0.444270008,0.247347657,0.577185848,0.51065974,0.312801431,0.614958398,0.584942481,-0.29695063,0.195555965,-0.477460746,0.45586465,0.296859965,0.136166214,0.652739733,-0.049662784,0.054017283,0.056202668,0.477969628,0.373528765
Odobenus rosmarus divergens,Pacific walrus,Blood,5.7.1,Carnivora,1012500.0,0.906849315,6.0,41.0,6.68e-05,0.992682927,11,-0.028661979,0.061745578,0.05746379,0.062459928,0.060510824,0.0599387,0.040063205,-0.030726018,-0.04223474,0.053267941,0.044391576,-0.024074818,-0.039143084,-0.011763517,0.05601534,0.030976962,-0.028493554,-0.000462656,-0.015661857,-0.032274632,-0.015114102,0.056638595,0.044911315,-0.045865222,-0.030125776,0.051598218,-0.015021281,-0.043356745,-0.018816564,-0.030385459,-0.027463989,-0.034183011,0.038905372,0.014239633,-0.044487474,-0.036168689,-0.030216325,0.061953563,0.054128705,-0.025499063,-0.035346512,0.021162058,0.040454995,0.015341876,-0.046401957,0.038855342,-0.038503444,-0.018614935,0.005692032,-0.037888205,0.03507272,-0.029591962,-0.025737151,0.03415617
Orcinus orca,Killer whale,Blood,4.13.5,Artiodactyla,3987500.0,1.457534247,10.50719178,80.0,0.011806982,0.6775,36,0.000268268,0.044138732,0.0252453,0.039987132,0.030889425,0.042964842,0.016877746,-0.00309078,0.002548697,0.027214132,0.01918664,0.010484911,-0.00635837,-0.009543308,0.031716033,0.000298222,0.003573395,-0.031860066,-0.010892274,0.002275024,-0.009025099,0.043147486,0.014357164,-0.031020238,-0.000392866,0.000659145,0.007147997,-0.013242658,-0.007517355,-0.003344688,0.000889899,0.000128505,0.023590752,0.005356905,2.83e-05,-0.00558347,-0.000923464,0.032631517,0.010830764,-0.007534408,-0.006007004,-0.000693302,-0.022647976,-0.006386387,-0.023074732,-0.011990022,-0.00232248,0.023991113,-0.024044218,0.001122206,-0.046089796,-0.005373569,-0.006661105,0.012716354
Orcinus orca,Killer whale,Skin,4.13.5,Artiodactyla,3987500.0,1.457534247,10.50719178,80.0,0.0,0.95,183,-0.005930553,0.008528165,0.006086728,0.012287184,0.005641462,0.000429023,0.011023325,-0.016650398,0.00657797,-0.004864909,-0.006839893,0.005104565,-0.003960346,-0.007707831,-0.008582412,-0.001399821,0.000966224,-0.006141719,0.000581731,-0.018384737,-0.022364955,0.010104447,-0.018597717,-0.019003748,-0.00630745,-0.00666563,0.012594349,-0.019473629,-0.015196955,-0.017028696,-0.00196727,-0.002096854,0.006060381,0.011370852,-0.002849546,-0.009924565,-0.006458736,0.00167932,-0.013451435,-0.033253965,-0.006700625,-0.014528951,-0.005459388,-0.009143175,0.012787666,-0.001534604,-0.00633428,-0.015190467,-0.011660429,0.000753501,0.011698387,-0.019834265,-0.025499592,-0.007123877
Oreamnos americanus,Mountain goat,Skin,4.1.16,Artiodactyla,90000.0,0.504109589,2.498630137,20.8,0.048076923,0.528846154,18,-0.029970177,0.22637387,0.189018093,0.242279625,0.254339617,0.228078314,0.179057502,-0.094977782,9.91e-05,0.213865086,0.18278081,0.102548869,-0.031929905,0.011877003,0.185062532,0.097342221,-0.01543734,-0.110081069,-0.024052047,0.089621752,-0.157579324,0.206546125,0.09229063,0.04026239,-0.118130719,0.003848344,0.025226817,-0.183133905,0.015933363,0.045360306,-0.015990503,-0.049739547,0.180833891,0.117590323,-0.033276276,-0.208100986,-0.227152197,0.140896073,-0.021531624,-0.139005938,-0.105219766,-0.09637067,0.020341882,-0.034425493,0.025934165,0.069506427,0.042353884,0.011828659,0.123603574,-0.047173766,0.116393148,-0.242135132,-0.215209118,-0.186390815
Oryctolagus cuniculus,European rabbit,Blood,3.1.1,Lagomorpha,1800.0,0.082191781,2.0,9.0,0.111111111,0.5,5,-0.597726842,0.481122009,0.366594298,0.465643804,-0.138211516,0.506890639,0.529581436,-0.475810361,-0.618676921,0.3973052,0.231539904,-0.612781213,-0.55281817,-0.486416478,-0.07152384,-0.609760724,-0.525131931,0.407592377,0.390240012,-0.438790549,-0.472206303,-0.164075418,-0.588247694,-0.530114836,-0.447558029,-0.16790372,0.401934875,-0.518804403,-0.466899989,-0.503436615,-0.544229709,-0.501577591,0.50986876,0.433308227,-0.497661466,-0.495370889,-0.459309012,0.568303241,-0.47068201,-0.428808839,-0.512163559,-0.448087591,-0.020267231,-0.264141645,-0.430186498,-0.514415672,-0.621161941,-0.478663828,-0.507546824,-0.48246784,-0.087967912,-0.491924222,-0.447976072,0.157250958
Otolemur crassicaudatus,Greater galago,Blood,1.7.2,Primates,1094.5,0.356164384,1.553424658,22.7,0.311894273,0.647136564,3,0.147105281,0.255485423,0.25636152,0.254101504,0.254673457,0.257197476,0.257697073,-0.182586406,0.156148027,0.254819613,0.255659088,0.13898067,0.084519196,-0.162965372,0.251339719,-0.070516884,0.170316705,-0.030060386,0.255647115,-0.077738258,-0.109531858,0.253537824,0.223829259,-0.184917539,0.00733513,0.248399695,0.244193656,-0.174297654,-0.179872357,-0.144771761,0.176424466,-0.102705103,0.256785811,0.238599709,0.042577711,-0.201392172,-0.091068646,0.253373258,0.249894142,-0.182356189,-0.176974706,-0.087924408,0.236558898,0.205469045,0.020083485,0.227362035,-0.056863519,-0.08000914,0.078749301,0.114642755,0.236588752,-0.169769823,-0.214763905,0.2244552
Otolemur crassicaudatus,Greater galago,Blood&Skin,1.7.2,Primates,1094.5,0.356164384,1.553424658,22.7,0.311894273,0.647136564,4,-0.110509876,0.101042688,-0.016647406,0.134772365,-0.026146878,0.079843786,0.032887916,-0.148195284,-0.113868496,0.185853557,0.026674991,-0.117908592,-0.116194388,-0.143654893,0.127861499,-0.132504578,-0.028090653,0.123734441,0.206521303,-0.139301109,-0.159840189,-0.022699735,-0.105121931,-0.140205905,-0.107205974,0.178037994,0.172115216,-0.15647817,-0.147713148,-0.139552862,0.039341884,-0.15638994,0.080452346,-0.048763284,-0.127486534,-0.156403312,-0.153773268,0.148241242,-0.088429217,-0.156148528,-0.15077788,-0.137790942,0.151449244,-0.098574715,-0.130682872,-0.119675326,-0.133320384,-0.134659212,-0.127225708,-0.084511425,-0.103628881,-0.172063385,-0.17619864,0.157817779
Ovis aries,Sheep,Blood,4.1.17,Artiodactyla,80000.0,0.4,2.002739726,22.8,0.127923977,0.306895711,168,-0.122147068,0.566890105,0.470717712,0.451169193,0.318091556,0.51053625,0.296772329,-0.689652582,-0.16294592,0.541824786,0.33905683,-0.028106308,-0.316807652,-0.701907058,0.358492532,0.035379746,-0.040206592,-0.209531358,-0.052576709,-0.519121055,-0.624165382,0.591053828,-0.178040888,-0.695146596,-0.45297621,-0.187337407,-0.02752894,-0.698705256,-0.692228447,-0.70274168,-0.123345345,-0.531907095,0.381605406,0.063116565,-0.288915639,-0.601782332,-0.540482127,0.361634807,-0.374446609,-0.66370647,-0.572158461,-0.593341379,-0.314998218,0.329967959,-0.661843606,-0.508346056,-0.464450332,-0.520184956,-0.170430635,-0.221283998,0.018860101,-0.707624863,-0.766017239,-0.201379446
Ovis aries,Sheep,Skin,4.1.17,Artiodactyla,80000.0,0.4,2.002739726,22.8,0.004563085,0.39963015,262,0.163171054,0.273664839,0.166475409,0.229677193,0.214069447,0.295334343,0.244873616,0.125476291,0.171537174,0.108629931,0.146873512,0.189680112,0.165087289,0.167476852,0.136108107,-0.04751772,0.175243984,-0.219152525,-0.116034921,0.177284945,0.168196124,0.21842908,0.185055853,-0.097747936,0.174360009,-0.202852943,0.074990982,0.156507606,0.133443421,0.057787095,0.177740296,0.184726418,-0.043281332,0.053358397,0.153681909,0.126469563,0.155755372,0.156404894,0.173224619,0.140183564,0.16021828,0.152206449,-0.156095931,-0.181652297,0.152107408,0.182404872,0.151184314,0.149088827,0.199939546,0.172459154,0.137812473,0.146057333,0.123025693,0.106330817
Panthera leo nubica,Lion,Blood,5.2.4,Carnivora,175000.0,0.298630137,3.0,27.0,0.046666667,0.475777626,7,-0.100771929,0.210088974,0.20194741,0.193341621,0.170099589,0.179248454,0.13621317,-0.06763154,-0.105724594,0.154949456,0.142464978,-0.138730518,-0.039059539,-0.088097625,0.084702153,0.136644767,-0.007341409,0.160892018,0.014958295,-0.018396657,-0.055779747,0.202354772,0.165259314,0.12742947,-0.036769854,0.020811959,0.077932721,-0.116527117,0.070924123,0.054233753,-0.009816909,-0.078711128,0.094149309,0.087930208,-0.130616842,0.033605394,-0.026723809,0.150543504,0.159831543,0.128582937,0.117274237,-0.014257534,0.099202056,-0.110696362,-0.107847677,0.041552952,-0.195633582,0.159220263,-0.105356911,-0.136887119,-0.104677053,0.050129093,-0.179016761,0.179093958
Panthera tigris,Tiger,Blood,5.2.5,Carnivora,161914.66,0.287671233,3.675342466,26.3,0.186860919,0.649429658,8,-0.179505721,0.166115388,0.153992906,0.139354082,0.17061803,0.111613996,0.158017996,-0.19122824,-0.182575997,0.127690534,0.192547182,-0.16962356,-0.196467948,-0.182526693,0.096565643,-0.097083594,-0.149144812,-0.127547703,0.095531212,-0.196334893,-0.196483448,0.047215231,0.031022839,-0.187614141,-0.177276004,-0.131317807,0.159397073,-0.197626698,-0.195202176,-0.188585312,-0.151599639,-0.183907568,0.159705007,0.121555313,-0.185794539,-0.184926529,-0.171839333,0.133586837,-0.002242681,-0.184327617,-0.166385109,-0.163622308,-0.049248065,-0.151948876,-0.191223656,-0.102658077,-0.180491587,-0.139972304,-0.176305352,-0.161962029,-0.159300534,-0.191374291,-0.139691645,0.15725412
Papio hamadryas,Olive baboon,Adipose,1.4.3,Primates,18000.0,0.468493151,4.487671233,37.5,0.199733333,0.609066667,41,-0.03067134,0.109557994,0.084683484,0.122130948,0.098712543,0.117568923,0.065719885,-0.029165163,-0.026078692,0.094938378,0.097936122,-0.010522115,-0.011061973,-0.021945436,0.104543891,0.045032673,-0.020832246,0.068071193,0.034297728,-0.024168716,-0.030500011,0.036767373,0.008397006,0.019703509,-0.024565679,0.072518182,-0.001594447,-0.035060113,-0.039804343,-0.003752962,-0.023285389,-0.023146962,0.058219526,0.077310743,-0.022527609,-0.033102612,-0.031188383,0.079430493,-0.010676753,-0.029712622,-0.044707019,-0.018825956,-0.024335357,0.053335126,-0.005589565,0.001322673,0.022553107,0.00605568,0.002857899,-0.026496916,0.017681471,-0.037770463,-0.034083305,-0.021247844
Papio hamadryas,Olive baboon,Cerebellum,1.4.3,Primates,18000.0,0.468493151,4.487671233,37.5,0.2144,0.609066667,38,0.038607113,0.057408779,0.01834492,-0.020327639,0.009996691,0.031690712,0.012344838,0.060204764,0.020582427,0.001540181,0.010053156,-0.003989338,0.052671702,0.063919786,-0.009418424,0.009642987,0.043423209,-0.050937498,-0.084721148,0.04071813,0.073350483,0.074695104,0.043595292,0.069676281,0.048705726,-0.059992104,-0.057433481,0.074251306,0.058776469,0.087183361,0.041092677,0.063219136,0.06417544,-0.059394969,0.05258539,0.057149893,0.045509218,0.029210051,0.072793848,0.068727602,0.060081781,0.078206168,-0.057862789,-0.042215458,-0.033459311,0.075560483,0.036537028,0.05369138,0.054502099,0.041993065,0.016119293,0.046154365,0.09037893,0.064739699
