SpeciesLatinName,SpeciesCommonName,Tissue,MammalNumberHorvath,Order,adult_mass_g,gestation_y,maturity_y,max_lifespan_y,age_range_lo,age_range_hi,n_samples,TxEx2-,BivProm2+,BivProm2-,ReprPC1+,ReprPC1-,BivProm1+,BivProm1-,EnhWk4-,TxEx1-,PromF5+,PromF5-,TxEnh4-,TxEx3-,EnhA17-,BivProm4+,BivProm4-,Tx7-,PromF4+,PromF4-,TxEnh5-,TxWk2-,BivProm3+,BivProm3-,EnhA2-,TxWk1-,TSS1+,TSS1-,EnhWk8-,EnhA6-,EnhWk3-,Tx6-,Tx5-,TSS2+,TSS2-,Tx8-,ReprPC4-,Quies3-,ReprPC2+,ReprPC2-,ReprPC6-,ReprPC3-,EnhA18-,PromF3+,PromF3-,TxEx4-,ReprPC5-,TxEnh8-,ReprPC7-,EnhA19-,Tx4-,PromF2+,Quies1-,Acet2-,PromF1+
Gorilla gorilla,Western lowland gorilla,Blood,1.1.2,Primates,139842.0,0.701369863,9.375342466,60.1,0.078855569,0.78985025,6,-0.056939491,0.05384439,0.05184329,0.048448873,0.057158185,0.053258,0.049092441,-0.054665377,-0.056553569,0.049990436,0.047014839,-0.047277951,-0.057729671,-0.049820623,0.045945652,-0.019072174,-0.051672439,-0.050285744,0.001783808,-0.061114759,-0.056214758,0.035039857,0.034695728,-0.058841524,-0.058141404,-0.022452163,0.021028299,-0.056964295,-0.047022949,-0.059387974,-0.05342923,-0.051341013,0.060560737,0.048526122,-0.059246409,-0.055967023,-0.049470744,0.061058959,-0.052193653,-0.038948304,-0.053358214,-0.036904515,0.002094554,0.002879429,-0.044991875,0.016551119,-0.057015487,-0.053867337,-0.044999276,-0.048174077,-0.032502112,-0.051859514,-0.052294175,-0.008460757
Hapalemur griseus,Bamboo lemur,Blood,1.3.11,Primates,1012.5,0.397260274,3.049315068,27.0,0.273333333,0.967407407,3,-0.103233888,0.080780348,0.086973606,0.0857492,0.096638369,0.065562245,-0.103197918,-0.080944066,-0.103848761,0.047929906,0.071668935,-0.096749002,-0.102110919,-0.081888543,-0.00388241,-0.09349764,-0.103681267,0.091149904,0.035951248,-0.092679611,-0.097826546,0.066542521,-0.100585951,-0.088146168,-0.098826972,0.098402604,0.035335287,-0.071725021,-0.088107944,-0.090940099,-0.103870874,-0.099925764,0.086494264,0.073682957,-0.102367048,-0.080451013,-0.094589138,0.101521521,-0.085298833,-0.068320977,-0.082144452,-0.099217492,0.024581519,0.100866346,-0.092243639,-0.089917815,-0.102370162,-0.099222846,-0.086191051,-0.103840171,0.0827939,-0.078188118,-0.059263586,0.067076105
Hapalemur griseus,Bamboo lemur,Blood&Skin,1.3.11,Primates,1012.5,0.397260274,3.049315068,27.0,0.273333333,0.967407407,4,-0.104682742,0.086978704,0.073755432,0.09254748,0.099834282,0.070823223,0.029871794,-0.080130877,-0.104999594,0.027345796,-0.023452968,-0.085292691,-0.104122958,-0.074008724,-0.056289691,-0.064319418,-0.083255626,0.095412772,0.041735113,-0.089896474,-0.083914218,0.075960769,-0.071083986,-0.070590428,-0.080753261,0.099668841,0.046018352,-0.083126027,-0.079774933,-0.072346382,-0.067162487,-0.08429304,0.013934114,0.084726819,-0.097917878,-0.085792709,-0.087195813,0.068613576,-0.090079357,-0.078388122,-0.082267647,-0.083999078,0.059608358,0.00112159,-0.077901035,-0.074684876,-0.076814861,-0.082313311,-0.065808206,-0.082601151,-0.04091548,-0.086828665,-0.076258345,0.033628874
Heterocephalus glaber,Naked mole rat,Blood,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.00311013,0.702702703,94,0.022013089,0.152816943,0.100970173,0.121491744,0.040019235,0.150810014,0.099984689,-0.058514187,0.0192012,0.135338157,0.091879473,0.013635101,0.00781044,-0.050161203,0.113347034,0.013110245,0.0165602,0.029840574,0.046010099,-0.006429921,-0.023312796,0.137632783,0.029164715,-0.053139774,-0.008256129,0.056456209,0.008954113,-0.053222366,-0.031585508,-0.04480104,0.014374051,-0.000904962,0.130730311,0.07771752,-0.009001455,-0.062788284,-0.025239911,0.061167546,-0.016642239,-0.036687036,-0.050907333,-0.060073788,-0.01285073,0.033864874,-0.064784489,-0.004813749,0.007832039,-0.017027213,0.027390376,0.011727315,-0.022257081,-0.059559752,-0.061809201,0.040211034
Heterocephalus glaber,Naked mole rat,Cortex,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.00311013,0.287449093,15,-0.15968893,-0.038965969,0.039906891,0.028472694,0.017405226,-0.119175629,-0.156563069,0.021895687,-0.177732885,-0.214393198,-0.029726176,-0.153013671,-0.050608334,0.074893186,-0.030905892,-0.122010909,-0.175244903,-0.222020946,-0.20288682,-0.120672337,-0.017713513,-0.00382342,-0.05389674,-0.144487152,-0.120973856,-0.22427694,-0.088862046,-0.058858141,-0.042049253,-0.010419341,-0.180445416,-0.056267046,-0.252085459,-0.156708677,-0.060881337,0.017414664,-0.12606297,0.104256051,0.022208743,0.060675072,0.019551489,0.075846269,-0.140522944,-0.05970504,-0.308809792,0.029229718,-0.238514628,-0.06943248,0.024588498,-0.205892654,-0.169834089,-0.121533443,0.082135819,-0.218945561
Heterocephalus glaber,Naked mole rat,Heart,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.000148093,0.287449093,21,0.056882073,0.166005187,0.148615539,0.193964035,0.193455394,0.119709347,-0.043201151,0.113680146,-0.050445771,0.067899665,0.164880667,0.047189204,0.087237108,0.158179323,0.13518519,0.056953029,-0.114798601,-0.203232987,-0.147667581,0.157567083,0.1175009,0.201812396,0.125099196,-0.009477417,0.078228125,-0.226709963,-0.069798901,0.069801135,0.096996065,0.097349635,-0.127667836,0.095508194,-0.120255116,0.013191516,0.090580365,0.13210275,0.015757446,0.183196914,0.189528472,0.16409902,0.145395693,0.159258752,0.039082462,0.02559046,-0.162056895,0.156488691,0.00577043,0.124555661,0.161140271,-0.116587968,0.017298582,0.045911489,0.09800438,0.141858633
Heterocephalus glaber,Naked mole rat,Kidney,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.000148093,0.621621622,33,0.007592297,0.043600403,0.059155487,0.035636488,0.055341886,0.007805365,-0.000397776,0.035916315,-0.020771253,-0.031102089,0.003855766,-0.063119679,0.016229565,0.036258047,0.004934476,-0.040920131,-0.002738902,-0.097774948,-0.064691728,0.028990805,0.050382498,0.057713514,0.039875338,0.003011233,0.040934704,-0.072729013,-0.055135261,0.040347779,0.044798196,0.019813866,-0.01934025,0.058765722,-0.03499477,-0.034232732,0.033673916,0.049566068,0.023395294,0.028357116,0.049494234,0.027499192,0.020120236,0.0412682,-0.071105912,-0.070489747,-0.089956457,0.022138058,-0.105171122,0.012905795,0.040749784,0.003100029,0.004039047,0.059674465,0.031959228,0.030678384
Heterocephalus glaber,Naked mole rat,Liver,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.00311013,0.702702703,70,-0.027874535,0.121282082,0.113946411,0.093358254,0.045333674,0.113662848,0.088964082,-0.064788228,-0.039807503,0.092475171,0.085515605,-0.037048618,-0.029145026,-0.00423934,0.084070746,0.00872405,-0.028529082,-0.009735878,0.004498999,-0.00677372,-0.045964137,0.110088211,0.039302075,-0.058758498,-0.04376593,0.035017063,0.007938133,-0.06682662,-0.051601502,-0.072212717,-0.020058668,-0.013758791,0.06185372,0.090504835,-0.015987831,-0.078098228,-0.074401815,0.105092766,-0.016766707,-0.055142749,-0.068860051,-0.025117696,-0.070130149,-0.013792002,-0.0632346,-0.00074135,-0.041389886,-0.013227263,0.084369186,-0.031944189,-0.006991671,-0.067710184,-0.055276822,-0.005058721
Heterocephalus glaber,Naked mole rat,Lung,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.00311013,0.287449093,19,0.012463644,0.25251729,0.260358311,0.234228233,0.177750672,0.214948154,0.087212846,0.057107101,0.006056933,0.157296729,0.239018462,0.028001412,0.023544885,0.125649674,0.065240279,0.125295171,0.002325286,-0.016162937,0.020005368,0.059837907,0.019293059,0.229129827,0.161428878,0.161724631,-0.000777838,0.034450909,0.035606595,0.033881002,0.091546997,0.100346952,0.004497089,0.015264046,0.011646051,0.142189628,0.06693631,-0.080640571,-0.06505428,0.14431254,0.112383321,0.010774182,-0.008340686,0.121419205,-0.139310859,0.101065734,-0.145074678,0.01735319,0.020228447,-0.012231428,0.205064551,0.015152807,0.059738318,-0.13083493,0.130621051,0.05915818
Heterocephalus glaber,Naked mole rat,Muscle,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.00311013,0.287449093,21,-0.061688597,0.164690117,0.188769146,0.245258769,-0.098010976,0.127866425,-0.038819946,-0.203903581,-0.092483216,0.135200745,0.209439056,-0.129363204,-0.042339061,-0.07440079,0.081018781,-0.118129145,-0.089155205,-0.093049368,-0.050513872,-0.090332029,-0.030672077,0.166245045,-0.027328776,-0.182936229,-0.074734055,0.039118257,-0.093309649,-0.216411255,-0.175678058,-0.177152594,-0.086220613,-0.005006945,-0.007618186,0.130756956,-0.037110287,-0.191949318,-0.123299805,0.195075723,-0.115477014,-0.095078736,-0.190105076,-0.110409179,-0.026487611,-0.028008426,-0.087786879,-0.053057773,-0.19284217,-0.119059704,0.070181073,-0.049636984,-0.007096852,-0.175018296,-0.198765086,-0.035587905
Heterocephalus glaber,Naked mole rat,Skin,9.1.3,Rodentia,35.0,0.191780822,5.0,37.0,0.0,0.675675676,107,0.032365628,0.183895463,0.189158304,0.170887233,0.166703439,0.162056531,0.161937868,-0.071742905,0.050576233,0.133306802,0.097358214,0.08075355,0.026716776,0.04267856,0.079693471,0.066622034,0.013583575,-0.023039842,0.043840548,0.008961301,-0.061632656,0.143298712,0.076275827,-0.018719734,-0.033325503,0.024838284,0.023401194,-0.053338504,-0.034094383,-0.011555226,-0.029438525,0.021540711,0.112549568,0.127233605,0.027104068,-0.085657051,-0.094134191,0.151957889,0.012444769,-0.012988412,-0.060267093,-0.01928834,-0.037557562,-0.004778993,0.030993217,0.105255592,0.066275985,0.013620995,0.102073365,0.013039481,0.042835132,-0.103149133,-0.029218803,0.073699986
Hippotragus equinus,Roan antelope,Blood,4.1.9,Artiodactyla,225000.0,0.778082192,2.115068493,25.9,0.000528543,0.372411132,6,0.03805551,0.2065685,0.186066447,0.195328308,0.168274928,0.215522123,0.220027356,0.040847373,-0.009834921,0.202957919,0.19194806,0.060203989,0.037258816,0.023458443,0.156059373,-0.026360545,0.014994952,-0.001949594,0.144002513,0.066967721,0.058119456,0.190958633,0.08453195,-0.008320567,0.047301358,0.040174669,0.178369133,0.027200682,0.06145413,0.044186004,0.039404541,0.057811368,0.2179457,0.230030935,0.034045356,0.044609957,0.050192461,0.190013019,0.108294858,0.065152266,0.064943913,0.065020324,0.209019199,0.033604489,-0.04134678,0.083489621,0.009215396,0.086926872,0.050818429,-0.001359304,-0.098741768,0.015397129,0.067931628,0.133118676
Hippotragus niger,Sable antelope,Blood,4.1.10,Artiodactyla,225000.0,0.742465753,2.673972603,22.2,0.000123327,0.527027027,5,-0.157664008,0.155615164,0.142660853,0.121370845,0.099177417,0.161213758,0.169870729,-0.153613962,-0.161890075,0.141121555,0.152386351,-0.136143978,-0.192020093,-0.172120575,0.108823051,-0.104223893,-0.123427601,-0.126710482,0.189917423,-0.138428901,-0.17169425,0.17406903,-0.082373809,-0.189883918,-0.171685202,-0.101485982,0.189121069,-0.139266919,-0.140847972,-0.123395019,-0.140652313,-0.190297911,0.10843687,0.175009962,-0.170644113,-0.058432967,-0.171912247,0.099967505,-0.020848546,-0.111394967,-0.08688188,-0.047609837,0.114478674,0.003613793,-0.153045058,-0.072911546,-0.143589847,-0.022697187,-0.067308558,-0.165586326,-0.050615751,-0.137080383,-0.072346154,0.086343979
Homo sapiens,Human,Adipose,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.227755102,0.633469388,57,-0.003378012,0.00622799,-0.002724278,-0.005483681,0.008143782,-0.000728753,0.005516252,0.009276299,-0.000572561,0.003190097,0.012963222,0.017908722,0.0005245,0.014080735,0.013680454,0.014727864,0.004466949,0.001068626,0.004207522,0.007083091,-0.003646758,-0.004053879,-0.006355986,0.004376077,0.004509857,0.0153588,0.006130643,0.012210507,0.008783687,0.008972246,-0.003455928,-0.006627796,0.002050998,0.016406516,0.002035646,-0.003932037,0.005171157,-0.008590528,-0.009622146,-0.001195822,0.00189936,-0.002053861,0.00613642,0.006562076,0.016948756,-0.008941008,0.0131203,0.006231423,0.011422174,-0.008271784,-0.011095782,-0.004715969,0.010897739,-0.006336412
Homo sapiens,Human,Blood,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.09322449,0.75137825,584,0.008997,0.015050346,0.005551206,0.008911401,-0.004896883,0.011703225,0.001728588,-0.004645308,0.010294973,0.002031841,-0.009413028,-0.005774179,0.005956031,-0.008906052,-0.005052419,-0.021063839,0.017022539,-0.026212656,-0.023172612,-0.001157775,-0.003224444,0.00726319,-0.015459634,-0.020124422,0.013548243,-0.028378464,-0.020534485,-0.005322852,-0.0054443,-0.012695414,0.01664868,0.008404297,-0.002796976,-0.010447349,0.00535254,-0.004468238,0.01012485,0.00059624,-0.018571728,-0.00967483,-0.016102387,-0.002628521,0.000392668,-0.027900479,-0.007543838,-0.013627065,-0.015984774,-0.013389689,-0.015241946,0.013363557,1.19e-05,0.000937857,-0.012369767,0.013152024
Homo sapiens,Human,BoneMarrow,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.312653061,0.603265306,20,-0.028743735,-0.009585835,-0.018479057,-0.011228552,-0.014141709,-0.007597142,-0.014933563,-0.004148272,-0.020421831,-0.020492803,-0.020687489,-0.028685415,-0.017902881,-0.015360455,-0.020925384,-0.028986346,-0.00772289,-0.005432774,0.004107459,-0.012696913,-0.005703428,-0.036744192,-0.024085991,-0.019873142,-0.000408637,-0.009959241,0.009656756,-0.003301465,-0.009340166,-0.01760685,-0.00468333,-0.011602249,0.003023743,-0.010502567,-0.009998118,-0.004527937,0.005152874,0.006125075,-0.030277905,-0.008582547,-0.018263674,-0.004934543,0.026439735,-0.038110817,-0.017775882,-0.037441843,-0.022916947,-0.025875717,-0.031554436,-0.021334163,-0.013899472,0.002108858,-0.004196877,0.013084039
Homo sapiens,Human,Cerebellum,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.432653061,0.824489796,46,-0.004755604,0.017367624,0.02300449,0.013141068,-0.003193323,0.033860878,0.009653272,0.015065294,-0.00063744,0.031996217,-0.005941555,-0.008142753,-0.002350448,0.016873664,0.026142689,0.015896533,0.008821061,0.00918737,0.002554802,0.006353374,-0.001270504,-0.006590695,0.023189378,0.017792583,0.006076823,0.013710136,0.002540417,0.017437082,0.028267909,0.012988708,0.012268942,0.002134838,0.010586846,0.016006719,-0.002441322,0.019880719,0.0062021,0.019487629,0.014660155,0.010786222,0.015739747,0.026437093,-0.004713268,-0.003902492,-0.001817463,0.017971623,0.005253505,0.005416992,0.003763153,0.001149635,0.004235878,0.022761044,0.013520564,-0.001708057
Homo sapiens,Human,Cortex,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.432653061,0.824489796,46,-0.000669596,0.028353283,0.014342085,0.012220486,0.019313316,0.042096331,0.012447439,0.00602263,-0.001714981,0.027852549,0.016690571,0.005824418,0.001228614,0.01045058,0.024786357,0.00582751,-0.009446745,0.016415996,0.002695845,0.001364901,-0.004242563,0.01999654,0.01015518,0.007500816,-0.005495742,0.017327404,0.002760378,0.014713139,0.007659068,-5.7e-05,-0.006171195,-0.008966173,0.011193298,0.022644775,0.001345248,0.008591398,-0.006393121,0.007536829,0.009363934,0.013974571,0.008525542,0.018753535,0.017529976,0.023756454,0.004218499,0.021807517,0.008219328,0.009132206,0.013816786,-0.00052949,-0.000921901,0.011422403,0.014572506,0.002455629
Homo sapiens,Human,Heart,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.227755102,0.744489796,97,0.002898514,0.007063334,0.005235533,0.00738243,0.019532722,0.007492129,0.004130926,-0.003100127,0.004153691,0.000439502,-0.000282049,0.002196858,-0.001925506,0.001461359,0.002111348,0.002837937,0.007601298,-0.017504614,-0.001173038,0.001165065,-0.003037068,0.000323866,0.005159624,-0.002011243,0.007315092,-0.01090065,0.00241868,-0.005330364,0.00565347,-0.002224755,0.009131951,0.006421452,-0.002398765,0.011680699,0.001853609,-0.001053651,0.00225826,0.001461919,0.000382605,0.00106271,-0.004164743,-0.002261045,0.007956886,-0.018351502,0.006669104,-0.001352348,0.001822501,-0.000709345,-0.003702465,0.004823892,-0.007449588,0.002273164,0.00557963,0.005455823
Homo sapiens,Human,Kidney,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.227755102,0.744489796,97,0.021379957,0.018566207,0.014767109,0.028075352,0.022977343,0.026269137,0.011768129,0.00730464,0.016094013,0.008478486,0.015015775,0.022197356,0.019595994,0.005218148,-0.006423024,-0.002422341,0.008899562,-0.00751853,-0.001815496,0.021290651,0.016691698,0.026906824,0.016484329,-0.004635165,0.009358164,-0.0015055,0.00449012,0.00690653,0.004911924,0.006428564,0.006528454,0.014458186,-0.003018569,0.012796315,0.01809984,0.008728495,0.010955609,0.03231092,0.035583372,0.025037787,0.00381645,0.016962743,0.035702155,-0.004960293,0.021884985,0.010808791,-0.003556793,0.008864969,0.016216835,0.000670041,0.010549851,0.009356719,0.022166357,0.018926503
Homo sapiens,Human,Liver,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.227755102,0.744489796,97,0.003461057,0.020708315,0.016358598,0.026437755,0.030547717,0.016153206,0.003493001,0.019299564,-0.001004719,-0.015043445,-0.012146174,0.007082656,0.007516366,0.019069154,0.004152894,0.004573089,-0.002926328,0.011316264,-0.001234006,0.012268656,0.022615905,0.02573096,0.014954215,-0.007484622,0.009124773,-0.006629083,0.002257873,0.021973108,0.015786947,0.013122685,-0.006226155,0.013443223,-0.001234742,0.003078964,0.013225627,0.019839032,0.018365277,0.018896668,0.031068216,0.025554176,0.018862647,0.026370574,0.012603914,-0.018932941,0.005144481,0.021699136,-0.010592207,0.013414907,0.014660044,-0.00349561,-0.014745618,0.023973516,0.027684145,0.006292656
Homo sapiens,Human,Lung,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.227755102,0.696326531,113,0.003241435,0.002669662,4.59e-05,0.000913181,0.007133697,0.009549091,-0.001658362,-0.006531399,0.007382376,-0.00338893,0.004734975,0.006495969,-0.000864267,-0.00216491,-0.004251765,-0.004197653,0.000361214,-0.015934087,-0.005017139,0.005777498,0.003089796,0.006109207,-0.007234161,-0.009390407,-0.000673886,-0.00510128,-0.000664625,-0.003500708,-0.00373635,-0.002466829,-0.006778909,0.003315162,-0.001022462,0.003040289,0.000395365,-0.001356828,-0.003234,-0.001189805,-1.96e-05,0.000449124,-0.003943801,0.003859834,0.020283504,-0.010958666,0.007091855,-0.000389259,-0.001951969,0.001969794,-0.000111021,0.00484088,-0.001392214,-0.001830336,-0.002472073,0.011373791
Homo sapiens,Human,LymphNode,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.312653061,0.633469388,27,0.012795793,-0.023668953,-0.024690009,-0.011292273,-0.004877305,-0.023589057,-0.026628188,0.022246653,0.016472688,-0.028922285,-0.029724353,0.008436095,0.022094259,0.014964558,-0.020165118,-0.009025928,0.02175108,-0.003545975,-0.000567189,0.021387612,0.026848533,-0.017980126,0.010719769,0.006876206,0.029003603,-0.030281242,0.007453008,0.024247894,0.019032001,0.014774388,0.02241021,0.027452142,-0.028427478,-0.021582627,0.018985699,0.025600269,0.028165917,-0.002366279,0.023994261,0.027250327,0.019803545,0.021845234,-0.028528968,-0.040041198,0.028265616,0.008642361,0.007926088,0.021715483,0.010940794,0.020811816,-0.036817642,0.025151598,0.023043508,0.011425421
Homo sapiens,Human,Muscle,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.227755102,0.633469388,57,-0.016607066,0.015576164,0.005442772,0.001080305,0.0164491,0.010410783,0.00769984,-0.005974361,-0.016583584,-0.002586368,0.012204686,-0.017199039,-0.018232275,-0.002084452,0.008508067,-0.002639208,-0.014490724,-0.021871852,-0.006474461,-0.01303266,-0.011332292,0.000986251,-0.002922685,-0.010203732,-0.017778296,-0.021545558,0.003112432,-0.010937308,-0.003372948,-0.007808417,-0.009175094,-0.016292489,-0.015238082,0.0061471,-0.009662114,-0.006079989,-0.010128803,0.001758932,0.002091802,0.006086134,-0.006010138,0.007147068,-0.004518723,-0.012602393,-0.01263718,-0.01172208,-0.011913067,-0.006345501,0.001567654,-0.015503935,-0.009783616,-0.009701342,-0.002763741,-0.020070702
Homo sapiens,Human,Skin,1.1.1,Primates,62035.0,0.767123288,13.5,122.5,0.0,0.759183673,74,0.005474274,0.021829182,0.022358949,0.019969717,0.021636121,0.00529922,0.020162231,-0.005718879,0.018289448,0.017794658,0.022378326,0.022068438,0.008438148,0.017417869,-0.011040946,0.016094001,0.006805655,-0.019714681,-0.011278508,0.015779121,-0.006168001,0.022216964,0.022743799,0.015631234,0.007483191,-0.014477669,0.002933172,0.000696798,0.007513047,0.012116832,0.007446471,0.009314525,0.007917323,0.022944462,0.016507725,-0.009651873,0.005314124,0.017499345,0.019332209,0.012156685,0.004241846,0.005542655,0.006156682,-0.009425616,0.009779749,0.020623011,0.025498738,0.012350834,0.022504557,0.012067919,0.01601464,-0.010059598,0.00067863,0.00427591
Indriidae,Indriidae,Blood,1.2,Primates,4287.85125,0.403928082,3.835969178,26.47125,0.003866478,1.102719423,8,-0.043229826,0.072733867,0.035905022,0.057358301,0.030599891,0.06350382,0.000141316,-0.086170358,-0.047505654,0.043165417,0.054227636,-0.044383832,-0.058930765,-0.084097685,-0.00324395,-0.047437951,-0.0394735,-0.009687962,-0.06032104,-0.076613637,-0.081810597,0.074975673,-0.061834,-0.080360149,-0.074341037,0.005223063,-0.06616003,-0.08307471,-0.07806001,-0.084904028,-0.043505729,-0.067700067,0.036801066,0.056752789,-0.071285875,-0.090168612,-0.083519955,0.050468296,-0.069917209,-0.086997066,-0.070535748,-0.082457836,-0.051751587,-0.029808027,-0.025064391,-0.080706801,-0.074476066,-0.069475165,-0.077183715,-0.0456555,-0.060609224,-0.089793626,-0.094908545,0.065571373
Lagenorhynchus obliquidens,Pacific white-sided dolphin,Blood,4.13.4,Artiodactyla,103000.0,0.975342466,7.004794521,41.0,0.010550742,0.970487805,17,-0.058180825,0.064349702,0.051332815,0.058686936,0.036867861,0.066493275,0.054203223,-0.039621874,-0.056384977,0.047168205,0.050349526,-0.031053943,-0.05908257,-0.035324347,0.026337168,-0.044167815,-0.048708894,-0.016478721,0.052281954,-0.035724742,-0.04975914,0.015653474,-0.01022456,-0.043626795,-0.046106356,0.024481265,0.054076464,-0.054887009,-0.045420525,-0.030832395,-0.048436506,-0.055795511,0.062857282,0.055789962,-0.052856099,-0.032302441,-0.043283159,0.052298456,-0.000892302,-0.024751633,-0.023873871,-0.025618915,0.034627373,0.039442832,-0.047720017,-0.019975452,-0.052434792,-0.015126622,-0.043230277,-0.059044824,-0.064282794,-0.038717041,-0.031446039,-0.013553217
Lagenorhynchus obliquidens,Pacific white-sided dolphin,Skin,4.13.4,Artiodactyla,103000.0,0.975342466,7.004794521,41.0,0.010550742,0.985232209,17,-0.035593077,0.025625286,0.046039636,0.027207577,0.017386076,0.052189656,0.050331191,-0.054483827,-0.015111373,0.029165082,0.052765895,-0.016963715,-0.046878252,-0.045664059,0.02474197,0.034311704,-0.025478047,-0.004402545,0.060238616,-0.04169254,-0.053228411,-0.012365331,-0.030919296,-0.04034167,-0.039278659,0.027779314,0.062410809,-0.051129837,-0.044396423,-0.038121841,-0.028562555,-0.04319683,0.057158,0.061311685,-0.039139479,-0.044899491,-0.038455049,0.030921871,-0.012449247,-0.04510978,-0.033642149,-0.031214823,0.033440938,0.02430285,0.02284939,-0.015585669,-0.032432999,-0.023126697,-0.012383576,-0.027081793,0.033332454,-0.05774956,-0.037649072,-0.028127681
Lemur catta,Ring-tailed lemur,Blood,1.3.12,Primates,2555.0,0.369863014,2.064383562,37.3,0.001608579,0.880428954,3,0.033136071,0.05544523,0.054353845,0.053361914,0.049638012,0.058800968,0.058070315,0.022159502,0.002662356,0.054372643,0.054250879,0.039520877,0.0369174,0.028458354,0.04466396,0.040676103,-0.009017882,-0.03737222,-0.033968412,0.038823324,0.033392851,0.056527993,0.042944773,0.020782349,0.020357114,0.058897753,0.055252752,0.027090703,0.027239048,0.028571438,0.012526514,0.033459598,0.049323229,0.058498973,0.0303127,0.030481387,0.019474408,0.045919754,0.036436885,0.038575108,0.034539674,0.025948057,-0.048558836,0.05991126,-0.053600032,0.041506721,0.027312508,0.03669205,0.033810668,0.023595158,0.044550173,0.0120702,0.0341726,0.059342199
Lemur catta,Ring-tailed lemur,Blood&Skin,1.3.12,Primates,2555.0,0.369863014,2.064383562,37.3,0.001608579,0.880428954,4,0.026069977,0.057371233,0.05898135,0.038523756,0.044813541,0.037771538,0.063046547,0.03626216,-0.00731193,0.059685305,0.055110086,0.048126264,0.026554903,0.040358386,0.049768364,0.04018673,-0.018553858,-0.045296592,0.002712843,0.044229189,0.008056786,0.058881369,0.048600403,0.035177315,0.003766905,0.062375369,0.039899809,0.030266662,0.039985684,0.039460534,-0.007327669,0.009996738,0.055962723,0.057789419,0.041995195,0.029462959,-0.000894995,0.033900724,0.044564179,0.042259751,0.04218294,0.02116719,-0.054812241,0.055587434,0.022823207,0.046398522,0.039000071,0.045269293,0.043063864,0.000422473,0.03973524,-0.007802692,0.03484492,0.061544895
Lemuridae,Lemuridae,Blood,1.3,Primates,2328.465385,0.330593607,2.014365999,34.63358974,0.001748487,1.147881641,39,-0.037675789,0.059527833,0.038242166,0.055640867,0.02991576,0.062372588,0.045457179,-0.044561604,-0.036774371,0.045707498,0.046171593,-0.012166117,-0.024466602,-0.038734209,0.024943319,-0.018593925,-0.026149655,-0.011958048,-0.004281558,-0.022940305,-0.032089892,0.048784779,-0.006473882,-0.045737063,-0.034638218,0.037617405,0.019122272,-0.041476265,-0.039658259,-0.037729873,-0.017503094,-0.039340416,0.04045704,0.052921065,-0.043972562,-0.036693596,-0.038393798,0.037476222,-0.020696441,-0.028435755,-0.031597879,-0.034359842,0.002224672,0.023274934,-0.045703212,0.000141403,-0.050454901,-0.007676473,-0.024057369,-0.019032124,0.030994414,-0.043323644,-0.030626748,0.040791446
Lemuridae,Lemuridae,Skin,1.3,Primates,2315.703077,0.330874605,2.048050579,34.68692308,0.001741528,1.003991002,13,-0.058628173,0.060090996,0.062280571,0.06053966,0.05116074,0.066438663,0.067763586,-0.037315004,-0.04847178,0.043298864,0.050219789,-0.004313224,-0.041249323,-0.00627232,0.032901007,-0.008891192,-0.030587645,-0.039207841,-0.013738764,-0.01431246,-0.05708207,0.064023557,0.008284367,-0.029803525,-0.028254501,0.03921144,0.049990713,-0.04284715,-0.037260593,-0.027570634,-0.011214516,-0.067529252,0.043485134,0.061183281,-0.024474685,-0.049433165,-0.050936964,0.03919004,0.029482003,-0.037629001,-0.036137632,-0.037305914,0.029331616,0.044760073,-0.03959493,0.008772769,-0.007715488,-0.015014163,0.033328268,-0.019423032,-0.006245471,-0.064823904,-0.04532244,0.00764544
